state,district,category,type,date,crimes
Malaysia,All,Assault,all,2016-01-01,22327
Malaysia,All,Assault,all,2017-01-01,21366
Malaysia,All,Assault,all,2018-01-01,16902
Malaysia,All,Assault,all,2019-01-01,16489
Malaysia,All,Assault,all,2020-01-01,13279
Malaysia,All,Assault,all,2021-01-01,11495
Malaysia,All,Assault,all,2022-01-01,10348
Malaysia,All,Assault,all,2023-01-01,10453
Malaysia,All,Assault,Causing Injury,2016-01-01,5531
Malaysia,All,Assault,Causing Injury,2017-01-01,5024
Malaysia,All,Assault,Causing Injury,2018-01-01,4660
Malaysia,All,Assault,Causing Injury,2019-01-01,4712
Malaysia,All,Assault,Causing Injury,2020-01-01,4118
Malaysia,All,Assault,Causing Injury,2021-01-01,4063
Malaysia,All,Assault,Causing Injury,2022-01-01,3807
Malaysia,All,Assault,Causing Injury,2023-01-01,3693
Malaysia,All,Assault,Murder,2016-01-01,456
Malaysia,All,Assault,Murder,2017-01-01,379
Malaysia,All,Assault,Murder,2018-01-01,323
Malaysia,All,Assault,Murder,2019-01-01,310
Malaysia,All,Assault,Murder,2020-01-01,253
Malaysia,All,Assault,Murder,2021-01-01,243
Malaysia,All,Assault,Murder,2022-01-01,240
Malaysia,All,Assault,Murder,2023-01-01,258
Malaysia,All,Assault,Rape,2016-01-01,1886
Malaysia,All,Assault,Rape,2017-01-01,1835
Malaysia,All,Assault,Rape,2018-01-01,1648
Malaysia,All,Assault,Rape,2019-01-01,1738
Malaysia,All,Assault,Rape,2020-01-01,1582
Malaysia,All,Assault,Rape,2021-01-01,1553
Malaysia,All,Assault,Rape,2022-01-01,1712
Malaysia,All,Assault,Rape,2023-01-01,1914
Malaysia,All,Assault,Robbery Gang Armed,2016-01-01,65
Malaysia,All,Assault,Robbery Gang Armed,2017-01-01,31
Malaysia,All,Assault,Robbery Gang Armed,2018-01-01,31
Malaysia,All,Assault,Robbery Gang Armed,2019-01-01,21
Malaysia,All,Assault,Robbery Gang Armed,2020-01-01,6
Malaysia,All,Assault,Robbery Gang Armed,2021-01-01,5
Malaysia,All,Assault,Robbery Gang Armed,2022-01-01,16
Malaysia,All,Assault,Robbery Gang Armed,2023-01-01,30
Malaysia,All,Assault,Robbery Gang Unarmed,2016-01-01,10907
Malaysia,All,Assault,Robbery Gang Unarmed,2017-01-01,9779
Malaysia,All,Assault,Robbery Gang Unarmed,2018-01-01,6543
Malaysia,All,Assault,Robbery Gang Unarmed,2019-01-01,6058
Malaysia,All,Assault,Robbery Gang Unarmed,2020-01-01,2992
Malaysia,All,Assault,Robbery Gang Unarmed,2021-01-01,3071
Malaysia,All,Assault,Robbery Gang Unarmed,2022-01-01,2432
Malaysia,All,Assault,Robbery Gang Unarmed,2023-01-01,2578
Malaysia,All,Assault,Robbery Solo Armed,2016-01-01,19
Malaysia,All,Assault,Robbery Solo Armed,2017-01-01,3
Malaysia,All,Assault,Robbery Solo Armed,2018-01-01,9
Malaysia,All,Assault,Robbery Solo Armed,2019-01-01,9
Malaysia,All,Assault,Robbery Solo Armed,2020-01-01,5
Malaysia,All,Assault,Robbery Solo Armed,2021-01-01,2
Malaysia,All,Assault,Robbery Solo Armed,2022-01-01,7
Malaysia,All,Assault,Robbery Solo Armed,2023-01-01,13
Malaysia,All,Assault,Robbery Solo Unarmed,2016-01-01,3463
Malaysia,All,Assault,Robbery Solo Unarmed,2017-01-01,4315
Malaysia,All,Assault,Robbery Solo Unarmed,2018-01-01,3688
Malaysia,All,Assault,Robbery Solo Unarmed,2019-01-01,3641
Malaysia,All,Assault,Robbery Solo Unarmed,2020-01-01,4323
Malaysia,All,Assault,Robbery Solo Unarmed,2021-01-01,2558
Malaysia,All,Assault,Robbery Solo Unarmed,2022-01-01,2134
Malaysia,All,Assault,Robbery Solo Unarmed,2023-01-01,1967
Malaysia,All,Property,all,2016-01-01,90028
Malaysia,All,Property,all,2017-01-01,77804
Malaysia,All,Property,all,2018-01-01,71760
Malaysia,All,Property,all,2019-01-01,66967
Malaysia,All,Property,all,2020-01-01,52344
Malaysia,All,Property,all,2021-01-01,41479
Malaysia,All,Property,all,2022-01-01,40465
Malaysia,All,Property,all,2023-01-01,41991
Malaysia,All,Property,Break In,2016-01-01,18760
Malaysia,All,Property,Break In,2017-01-01,16201
Malaysia,All,Property,Break In,2018-01-01,15742
Malaysia,All,Property,Break In,2019-01-01,16497
Malaysia,All,Property,Break In,2020-01-01,14040
Malaysia,All,Property,Break In,2021-01-01,11352
Malaysia,All,Property,Break In,2022-01-01,10585
Malaysia,All,Property,Break In,2023-01-01,11557
Malaysia,All,Property,Theft Other,2016-01-01,22857
Malaysia,All,Property,Theft Other,2017-01-01,19444
Malaysia,All,Property,Theft Other,2018-01-01,20065
Malaysia,All,Property,Theft Other,2019-01-01,19603
Malaysia,All,Property,Theft Other,2020-01-01,16725
Malaysia,All,Property,Theft Other,2021-01-01,16695
Malaysia,All,Property,Theft Other,2022-01-01,15434
Malaysia,All,Property,Theft Other,2023-01-01,15837
Malaysia,All,Property,Theft Vehicle Lorry,2016-01-01,3050
Malaysia,All,Property,Theft Vehicle Lorry,2017-01-01,2102
Malaysia,All,Property,Theft Vehicle Lorry,2018-01-01,1761
Malaysia,All,Property,Theft Vehicle Lorry,2019-01-01,1549
Malaysia,All,Property,Theft Vehicle Lorry,2020-01-01,921
Malaysia,All,Property,Theft Vehicle Lorry,2021-01-01,639
Malaysia,All,Property,Theft Vehicle Lorry,2022-01-01,718
Malaysia,All,Property,Theft Vehicle Lorry,2023-01-01,764
Malaysia,All,Property,Theft Vehicle Motocar,2016-01-01,10607
Malaysia,All,Property,Theft Vehicle Motocar,2017-01-01,8480
Malaysia,All,Property,Theft Vehicle Motocar,2018-01-01,7413
Malaysia,All,Property,Theft Vehicle Motocar,2019-01-01,6817
Malaysia,All,Property,Theft Vehicle Motocar,2020-01-01,4599
Malaysia,All,Property,Theft Vehicle Motocar,2021-01-01,2849
Malaysia,All,Property,Theft Vehicle Motocar,2022-01-01,3271
Malaysia,All,Property,Theft Vehicle Motocar,2023-01-01,3245
Malaysia,All,Property,Theft Vehicle Motorcycle,2016-01-01,34754
Malaysia,All,Property,Theft Vehicle Motorcycle,2017-01-01,31577
Malaysia,All,Property,Theft Vehicle Motorcycle,2018-01-01,26779
Malaysia,All,Property,Theft Vehicle Motorcycle,2019-01-01,22501
Malaysia,All,Property,Theft Vehicle Motorcycle,2020-01-01,16059
Malaysia,All,Property,Theft Vehicle Motorcycle,2021-01-01,9944
Malaysia,All,Property,Theft Vehicle Motorcycle,2022-01-01,10457
Malaysia,All,Property,Theft Vehicle Motorcycle,2023-01-01,10588
Johor,All,Assault,all,2016-01-01,2820
Johor,All,Assault,all,2017-01-01,2578
Johor,All,Assault,all,2018-01-01,1880
Johor,All,Assault,all,2019-01-01,1923
Johor,All,Assault,all,2020-01-01,1384
Johor,All,Assault,all,2021-01-01,925
Johor,All,Assault,all,2022-01-01,973
Johor,All,Assault,all,2023-01-01,1228
Johor,All,Assault,Causing Injury,2016-01-01,708
Johor,All,Assault,Causing Injury,2017-01-01,614
Johor,All,Assault,Causing Injury,2018-01-01,578
Johor,All,Assault,Causing Injury,2019-01-01,599
Johor,All,Assault,Causing Injury,2020-01-01,447
Johor,All,Assault,Causing Injury,2021-01-01,365
Johor,All,Assault,Causing Injury,2022-01-01,333
Johor,All,Assault,Causing Injury,2023-01-01,366
Johor,All,Assault,Murder,2016-01-01,70
Johor,All,Assault,Murder,2017-01-01,66
Johor,All,Assault,Murder,2018-01-01,43
Johor,All,Assault,Murder,2019-01-01,35
Johor,All,Assault,Murder,2020-01-01,36
Johor,All,Assault,Murder,2021-01-01,21
Johor,All,Assault,Murder,2022-01-01,30
Johor,All,Assault,Murder,2023-01-01,31
Johor,All,Assault,Rape,2016-01-01,274
Johor,All,Assault,Rape,2017-01-01,196
Johor,All,Assault,Rape,2018-01-01,187
Johor,All,Assault,Rape,2019-01-01,206
Johor,All,Assault,Rape,2020-01-01,164
Johor,All,Assault,Rape,2021-01-01,144
Johor,All,Assault,Rape,2022-01-01,147
Johor,All,Assault,Rape,2023-01-01,194
Johor,All,Assault,Robbery Gang Armed,2016-01-01,10
Johor,All,Assault,Robbery Gang Armed,2017-01-01,1
Johor,All,Assault,Robbery Gang Armed,2018-01-01,2
Johor,All,Assault,Robbery Gang Armed,2019-01-01,1
Johor,All,Assault,Robbery Gang Armed,2020-01-01,1
Johor,All,Assault,Robbery Gang Armed,2021-01-01,1
Johor,All,Assault,Robbery Gang Armed,2022-01-01,0
Johor,All,Assault,Robbery Gang Armed,2023-01-01,0
Johor,All,Assault,Robbery Gang Unarmed,2016-01-01,1308
Johor,All,Assault,Robbery Gang Unarmed,2017-01-01,1220
Johor,All,Assault,Robbery Gang Unarmed,2018-01-01,740
Johor,All,Assault,Robbery Gang Unarmed,2019-01-01,753
Johor,All,Assault,Robbery Gang Unarmed,2020-01-01,257
Johor,All,Assault,Robbery Gang Unarmed,2021-01-01,256
Johor,All,Assault,Robbery Gang Unarmed,2022-01-01,270
Johor,All,Assault,Robbery Gang Unarmed,2023-01-01,394
Johor,All,Assault,Robbery Solo Armed,2016-01-01,3
Johor,All,Assault,Robbery Solo Armed,2017-01-01,0
Johor,All,Assault,Robbery Solo Armed,2018-01-01,0
Johor,All,Assault,Robbery Solo Armed,2019-01-01,1
Johor,All,Assault,Robbery Solo Armed,2020-01-01,0
Johor,All,Assault,Robbery Solo Armed,2021-01-01,0
Johor,All,Assault,Robbery Solo Armed,2022-01-01,0
Johor,All,Assault,Robbery Solo Armed,2023-01-01,0
Johor,All,Assault,Robbery Solo Unarmed,2016-01-01,447
Johor,All,Assault,Robbery Solo Unarmed,2017-01-01,481
Johor,All,Assault,Robbery Solo Unarmed,2018-01-01,330
Johor,All,Assault,Robbery Solo Unarmed,2019-01-01,328
Johor,All,Assault,Robbery Solo Unarmed,2020-01-01,479
Johor,All,Assault,Robbery Solo Unarmed,2021-01-01,138
Johor,All,Assault,Robbery Solo Unarmed,2022-01-01,193
Johor,All,Assault,Robbery Solo Unarmed,2023-01-01,243
Johor,All,Property,all,2016-01-01,10121
Johor,All,Property,all,2017-01-01,8729
Johor,All,Property,all,2018-01-01,8458
Johor,All,Property,all,2019-01-01,7947
Johor,All,Property,all,2020-01-01,5966
Johor,All,Property,all,2021-01-01,3440
Johor,All,Property,all,2022-01-01,3489
Johor,All,Property,all,2023-01-01,4102
Johor,All,Property,Break In,2016-01-01,1475
Johor,All,Property,Break In,2017-01-01,1211
Johor,All,Property,Break In,2018-01-01,1239
Johor,All,Property,Break In,2019-01-01,1364
Johor,All,Property,Break In,2020-01-01,1273
Johor,All,Property,Break In,2021-01-01,883
Johor,All,Property,Break In,2022-01-01,767
Johor,All,Property,Break In,2023-01-01,993
Johor,All,Property,Theft Other,2016-01-01,2117
Johor,All,Property,Theft Other,2017-01-01,2043
Johor,All,Property,Theft Other,2018-01-01,2025
Johor,All,Property,Theft Other,2019-01-01,1912
Johor,All,Property,Theft Other,2020-01-01,1403
Johor,All,Property,Theft Other,2021-01-01,942
Johor,All,Property,Theft Other,2022-01-01,1041
Johor,All,Property,Theft Other,2023-01-01,1335
Johor,All,Property,Theft Vehicle Lorry,2016-01-01,400
Johor,All,Property,Theft Vehicle Lorry,2017-01-01,274
Johor,All,Property,Theft Vehicle Lorry,2018-01-01,278
Johor,All,Property,Theft Vehicle Lorry,2019-01-01,219
Johor,All,Property,Theft Vehicle Lorry,2020-01-01,141
Johor,All,Property,Theft Vehicle Lorry,2021-01-01,71
Johor,All,Property,Theft Vehicle Lorry,2022-01-01,73
Johor,All,Property,Theft Vehicle Lorry,2023-01-01,69
Johor,All,Property,Theft Vehicle Motocar,2016-01-01,1443
Johor,All,Property,Theft Vehicle Motocar,2017-01-01,1097
Johor,All,Property,Theft Vehicle Motocar,2018-01-01,1035
Johor,All,Property,Theft Vehicle Motocar,2019-01-01,981
Johor,All,Property,Theft Vehicle Motocar,2020-01-01,802
Johor,All,Property,Theft Vehicle Motocar,2021-01-01,400
Johor,All,Property,Theft Vehicle Motocar,2022-01-01,429
Johor,All,Property,Theft Vehicle Motocar,2023-01-01,415
Johor,All,Property,Theft Vehicle Motorcycle,2016-01-01,4686
Johor,All,Property,Theft Vehicle Motorcycle,2017-01-01,4104
Johor,All,Property,Theft Vehicle Motorcycle,2018-01-01,3881
Johor,All,Property,Theft Vehicle Motorcycle,2019-01-01,3471
Johor,All,Property,Theft Vehicle Motorcycle,2020-01-01,2347
Johor,All,Property,Theft Vehicle Motorcycle,2021-01-01,1144
Johor,All,Property,Theft Vehicle Motorcycle,2022-01-01,1179
Johor,All,Property,Theft Vehicle Motorcycle,2023-01-01,1290
Johor,Batu Pahat,Assault,all,2016-01-01,160
Johor,Batu Pahat,Assault,all,2017-01-01,123
Johor,Batu Pahat,Assault,all,2018-01-01,104
Johor,Batu Pahat,Assault,all,2019-01-01,139
Johor,Batu Pahat,Assault,all,2020-01-01,127
Johor,Batu Pahat,Assault,all,2021-01-01,60
Johor,Batu Pahat,Assault,all,2022-01-01,52
Johor,Batu Pahat,Assault,all,2023-01-01,88
Johor,Batu Pahat,Assault,Causing Injury,2016-01-01,39
Johor,Batu Pahat,Assault,Causing Injury,2017-01-01,41
Johor,Batu Pahat,Assault,Causing Injury,2018-01-01,28
Johor,Batu Pahat,Assault,Causing Injury,2019-01-01,41
Johor,Batu Pahat,Assault,Causing Injury,2020-01-01,43
Johor,Batu Pahat,Assault,Causing Injury,2021-01-01,22
Johor,Batu Pahat,Assault,Causing Injury,2022-01-01,19
Johor,Batu Pahat,Assault,Causing Injury,2023-01-01,22
Johor,Batu Pahat,Assault,Murder,2016-01-01,6
Johor,Batu Pahat,Assault,Murder,2017-01-01,0
Johor,Batu Pahat,Assault,Murder,2018-01-01,3
Johor,Batu Pahat,Assault,Murder,2019-01-01,3
Johor,Batu Pahat,Assault,Murder,2020-01-01,3
Johor,Batu Pahat,Assault,Murder,2021-01-01,0
Johor,Batu Pahat,Assault,Murder,2022-01-01,3
Johor,Batu Pahat,Assault,Murder,2023-01-01,4
Johor,Batu Pahat,Assault,Rape,2016-01-01,29
Johor,Batu Pahat,Assault,Rape,2017-01-01,23
Johor,Batu Pahat,Assault,Rape,2018-01-01,13
Johor,Batu Pahat,Assault,Rape,2019-01-01,29
Johor,Batu Pahat,Assault,Rape,2020-01-01,16
Johor,Batu Pahat,Assault,Rape,2021-01-01,18
Johor,Batu Pahat,Assault,Rape,2022-01-01,13
Johor,Batu Pahat,Assault,Rape,2023-01-01,19
Johor,Batu Pahat,Assault,Robbery Gang Armed,2016-01-01,1
Johor,Batu Pahat,Assault,Robbery Gang Armed,2017-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Armed,2018-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Armed,2019-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Armed,2020-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Armed,2021-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Armed,2022-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Armed,2023-01-01,0
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2016-01-01,56
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2017-01-01,47
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2018-01-01,33
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2019-01-01,37
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2020-01-01,32
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2021-01-01,9
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2022-01-01,5
Johor,Batu Pahat,Assault,Robbery Gang Unarmed,2023-01-01,16
Johor,Batu Pahat,Assault,Robbery Solo Armed,2016-01-01,1
Johor,Batu Pahat,Assault,Robbery Solo Armed,2017-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Armed,2018-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Armed,2019-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Armed,2020-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Armed,2021-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Armed,2022-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Armed,2023-01-01,0
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2016-01-01,28
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2017-01-01,12
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2018-01-01,27
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2019-01-01,29
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2020-01-01,33
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2021-01-01,11
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2022-01-01,12
Johor,Batu Pahat,Assault,Robbery Solo Unarmed,2023-01-01,27
Johor,Batu Pahat,Property,all,2016-01-01,621
Johor,Batu Pahat,Property,all,2017-01-01,558
Johor,Batu Pahat,Property,all,2018-01-01,584
Johor,Batu Pahat,Property,all,2019-01-01,524
Johor,Batu Pahat,Property,all,2020-01-01,415
Johor,Batu Pahat,Property,all,2021-01-01,200
Johor,Batu Pahat,Property,all,2022-01-01,262
Johor,Batu Pahat,Property,all,2023-01-01,285
Johor,Batu Pahat,Property,Break In,2016-01-01,115
Johor,Batu Pahat,Property,Break In,2017-01-01,90
Johor,Batu Pahat,Property,Break In,2018-01-01,158
Johor,Batu Pahat,Property,Break In,2019-01-01,157
Johor,Batu Pahat,Property,Break In,2020-01-01,122
Johor,Batu Pahat,Property,Break In,2021-01-01,55
Johor,Batu Pahat,Property,Break In,2022-01-01,80
Johor,Batu Pahat,Property,Break In,2023-01-01,87
Johor,Batu Pahat,Property,Theft Other,2016-01-01,192
Johor,Batu Pahat,Property,Theft Other,2017-01-01,119
Johor,Batu Pahat,Property,Theft Other,2018-01-01,140
Johor,Batu Pahat,Property,Theft Other,2019-01-01,127
Johor,Batu Pahat,Property,Theft Other,2020-01-01,122
Johor,Batu Pahat,Property,Theft Other,2021-01-01,72
Johor,Batu Pahat,Property,Theft Other,2022-01-01,83
Johor,Batu Pahat,Property,Theft Other,2023-01-01,109
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2016-01-01,16
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2017-01-01,10
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2018-01-01,15
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2019-01-01,4
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2020-01-01,12
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2021-01-01,2
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2022-01-01,7
Johor,Batu Pahat,Property,Theft Vehicle Lorry,2023-01-01,8
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2016-01-01,41
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2017-01-01,52
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2018-01-01,46
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2019-01-01,28
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2020-01-01,38
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2021-01-01,12
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2022-01-01,16
Johor,Batu Pahat,Property,Theft Vehicle Motocar,2023-01-01,13
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2016-01-01,257
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2017-01-01,287
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2018-01-01,225
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2019-01-01,208
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2020-01-01,121
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2021-01-01,59
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2022-01-01,76
Johor,Batu Pahat,Property,Theft Vehicle Motorcycle,2023-01-01,68
Johor,Iskandar Puteri,Assault,all,2016-01-01,0
Johor,Iskandar Puteri,Assault,all,2017-01-01,195
Johor,Iskandar Puteri,Assault,all,2018-01-01,149
Johor,Iskandar Puteri,Assault,all,2019-01-01,170
Johor,Iskandar Puteri,Assault,all,2020-01-01,96
Johor,Iskandar Puteri,Assault,all,2021-01-01,68
Johor,Iskandar Puteri,Assault,all,2022-01-01,80
Johor,Iskandar Puteri,Assault,all,2023-01-01,123
Johor,Iskandar Puteri,Assault,Causing Injury,2016-01-01,0
Johor,Iskandar Puteri,Assault,Causing Injury,2017-01-01,54
Johor,Iskandar Puteri,Assault,Causing Injury,2018-01-01,61
Johor,Iskandar Puteri,Assault,Causing Injury,2019-01-01,46
Johor,Iskandar Puteri,Assault,Causing Injury,2020-01-01,23
Johor,Iskandar Puteri,Assault,Causing Injury,2021-01-01,20
Johor,Iskandar Puteri,Assault,Causing Injury,2022-01-01,30
Johor,Iskandar Puteri,Assault,Causing Injury,2023-01-01,45
Johor,Iskandar Puteri,Assault,Murder,2016-01-01,0
Johor,Iskandar Puteri,Assault,Murder,2017-01-01,4
Johor,Iskandar Puteri,Assault,Murder,2018-01-01,4
Johor,Iskandar Puteri,Assault,Murder,2019-01-01,4
Johor,Iskandar Puteri,Assault,Murder,2020-01-01,3
Johor,Iskandar Puteri,Assault,Murder,2021-01-01,2
Johor,Iskandar Puteri,Assault,Murder,2022-01-01,3
Johor,Iskandar Puteri,Assault,Murder,2023-01-01,0
Johor,Iskandar Puteri,Assault,Rape,2016-01-01,0
Johor,Iskandar Puteri,Assault,Rape,2017-01-01,9
Johor,Iskandar Puteri,Assault,Rape,2018-01-01,13
Johor,Iskandar Puteri,Assault,Rape,2019-01-01,16
Johor,Iskandar Puteri,Assault,Rape,2020-01-01,9
Johor,Iskandar Puteri,Assault,Rape,2021-01-01,4
Johor,Iskandar Puteri,Assault,Rape,2022-01-01,9
Johor,Iskandar Puteri,Assault,Rape,2023-01-01,7
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2016-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2017-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2018-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2019-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2020-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2021-01-01,1
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2022-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Armed,2023-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2016-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2017-01-01,102
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2018-01-01,53
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2019-01-01,74
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2020-01-01,17
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2021-01-01,31
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2022-01-01,21
Johor,Iskandar Puteri,Assault,Robbery Gang Unarmed,2023-01-01,52
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2016-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2017-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2018-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2019-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2020-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2021-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2022-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Armed,2023-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2016-01-01,0
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2017-01-01,26
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2018-01-01,18
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2019-01-01,30
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2020-01-01,44
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2021-01-01,10
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2022-01-01,17
Johor,Iskandar Puteri,Assault,Robbery Solo Unarmed,2023-01-01,19
Johor,Iskandar Puteri,Property,all,2016-01-01,0
Johor,Iskandar Puteri,Property,all,2017-01-01,727
Johor,Iskandar Puteri,Property,all,2018-01-01,784
Johor,Iskandar Puteri,Property,all,2019-01-01,784
Johor,Iskandar Puteri,Property,all,2020-01-01,538
Johor,Iskandar Puteri,Property,all,2021-01-01,332
Johor,Iskandar Puteri,Property,all,2022-01-01,356
Johor,Iskandar Puteri,Property,all,2023-01-01,448
Johor,Iskandar Puteri,Property,Break In,2016-01-01,0
Johor,Iskandar Puteri,Property,Break In,2017-01-01,92
Johor,Iskandar Puteri,Property,Break In,2018-01-01,47
Johor,Iskandar Puteri,Property,Break In,2019-01-01,76
Johor,Iskandar Puteri,Property,Break In,2020-01-01,77
Johor,Iskandar Puteri,Property,Break In,2021-01-01,68
Johor,Iskandar Puteri,Property,Break In,2022-01-01,77
Johor,Iskandar Puteri,Property,Break In,2023-01-01,103
Johor,Iskandar Puteri,Property,Theft Other,2016-01-01,0
Johor,Iskandar Puteri,Property,Theft Other,2017-01-01,151
Johor,Iskandar Puteri,Property,Theft Other,2018-01-01,176
Johor,Iskandar Puteri,Property,Theft Other,2019-01-01,228
Johor,Iskandar Puteri,Property,Theft Other,2020-01-01,156
Johor,Iskandar Puteri,Property,Theft Other,2021-01-01,114
Johor,Iskandar Puteri,Property,Theft Other,2022-01-01,125
Johor,Iskandar Puteri,Property,Theft Other,2023-01-01,205
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2016-01-01,0
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2017-01-01,17
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2018-01-01,20
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2019-01-01,36
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2020-01-01,11
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2021-01-01,6
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2022-01-01,5
Johor,Iskandar Puteri,Property,Theft Vehicle Lorry,2023-01-01,7
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2016-01-01,0
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2017-01-01,130
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2018-01-01,138
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2019-01-01,131
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2020-01-01,122
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2021-01-01,56
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2022-01-01,54
Johor,Iskandar Puteri,Property,Theft Vehicle Motocar,2023-01-01,44
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2016-01-01,0
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2017-01-01,337
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2018-01-01,403
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2019-01-01,313
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2020-01-01,172
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2021-01-01,88
Johor,Iskandar Puteri,Property,Theft Vehicle Motorcycle,2022-01-01,95
