state,district,category,type,date,crimes
Kedah,All,Assault,Robbery Gang Unarmed,2021-01-01,190
Kedah,All,Assault,Robbery Gang Unarmed,2022-01-01,217
Kedah,All,Assault,Robbery Gang Unarmed,2023-01-01,137
Kedah,All,Assault,Robbery Solo Armed,2016-01-01,2
Kedah,All,Assault,Robbery Solo Armed,2017-01-01,0
Kedah,All,Assault,Robbery Solo Armed,2018-01-01,0
Kedah,All,Assault,Robbery Solo Armed,2019-01-01,2
Kedah,All,Assault,Robbery Solo Armed,2020-01-01,0
Kedah,All,Assault,Robbery Solo Armed,2021-01-01,0
Kedah,All,Assault,Robbery Solo Armed,2022-01-01,1
Kedah,All,Assault,Robbery Solo Armed,2023-01-01,0
Kedah,All,Assault,Robbery Solo Unarmed,2016-01-01,194
Kedah,All,Assault,Robbery Solo Unarmed,2017-01-01,157
Kedah,All,Assault,Robbery Solo Unarmed,2018-01-01,169
Kedah,All,Assault,Robbery Solo Unarmed,2019-01-01,162
Kedah,All,Assault,Robbery Solo Unarmed,2020-01-01,167
Kedah,All,Assault,Robbery Solo Unarmed,2021-01-01,110
Kedah,All,Assault,Robbery Solo Unarmed,2022-01-01,199
Kedah,All,Assault,Robbery Solo Unarmed,2023-01-01,120
Kedah,All,Property,all,2016-01-01,6201
Kedah,All,Property,all,2017-01-01,5763
Kedah,All,Property,all,2018-01-01,5232
Kedah,All,Property,all,2019-01-01,4678
Kedah,All,Property,all,2020-01-01,3457
Kedah,All,Property,all,2021-01-01,3067
Kedah,All,Property,all,2022-01-01,3758
Kedah,All,Property,all,2023-01-01,3847
Kedah,All,Property,Break In,2016-01-01,1287
Kedah,All,Property,Break In,2017-01-01,1350
Kedah,All,Property,Break In,2018-01-01,1130
Kedah,All,Property,Break In,2019-01-01,1138
Kedah,All,Property,Break In,2020-01-01,980
Kedah,All,Property,Break In,2021-01-01,989
Kedah,All,Property,Break In,2022-01-01,1130
Kedah,All,Property,Break In,2023-01-01,1353
Kedah,All,Property,Theft Other,2016-01-01,1181
Kedah,All,Property,Theft Other,2017-01-01,1108
Kedah,All,Property,Theft Other,2018-01-01,1101
Kedah,All,Property,Theft Other,2019-01-01,956
Kedah,All,Property,Theft Other,2020-01-01,797
Kedah,All,Property,Theft Other,2021-01-01,831
Kedah,All,Property,Theft Other,2022-01-01,1360
Kedah,All,Property,Theft Other,2023-01-01,1295
Kedah,All,Property,Theft Vehicle Lorry,2016-01-01,111
Kedah,All,Property,Theft Vehicle Lorry,2017-01-01,81
Kedah,All,Property,Theft Vehicle Lorry,2018-01-01,56
Kedah,All,Property,Theft Vehicle Lorry,2019-01-01,78
Kedah,All,Property,Theft Vehicle Lorry,2020-01-01,46
Kedah,All,Property,Theft Vehicle Lorry,2021-01-01,24
Kedah,All,Property,Theft Vehicle Lorry,2022-01-01,30
Kedah,All,Property,Theft Vehicle Lorry,2023-01-01,40
Kedah,All,Property,Theft Vehicle Motocar,2016-01-01,497
Kedah,All,Property,Theft Vehicle Motocar,2017-01-01,378
Kedah,All,Property,Theft Vehicle Motocar,2018-01-01,366
Kedah,All,Property,Theft Vehicle Motocar,2019-01-01,314
Kedah,All,Property,Theft Vehicle Motocar,2020-01-01,235
Kedah,All,Property,Theft Vehicle Motocar,2021-01-01,140
Kedah,All,Property,Theft Vehicle Motocar,2022-01-01,172
Kedah,All,Property,Theft Vehicle Motocar,2023-01-01,198
Kedah,All,Property,Theft Vehicle Motorcycle,2016-01-01,3125
Kedah,All,Property,Theft Vehicle Motorcycle,2017-01-01,2846
Kedah,All,Property,Theft Vehicle Motorcycle,2018-01-01,2579
Kedah,All,Property,Theft Vehicle Motorcycle,2019-01-01,2192
Kedah,All,Property,Theft Vehicle Motorcycle,2020-01-01,1399
Kedah,All,Property,Theft Vehicle Motorcycle,2021-01-01,1083
Kedah,All,Property,Theft Vehicle Motorcycle,2022-01-01,1066
Kedah,All,Property,Theft Vehicle Motorcycle,2023-01-01,961
Kedah,Baling,Assault,all,2016-01-01,69
Kedah,Baling,Assault,all,2017-01-01,65
Kedah,Baling,Assault,all,2018-01-01,55
Kedah,Baling,Assault,all,2019-01-01,36
Kedah,Baling,Assault,all,2020-01-01,27
Kedah,Baling,Assault,all,2021-01-01,43
Kedah,Baling,Assault,all,2022-01-01,47
Kedah,Baling,Assault,all,2023-01-01,35
Kedah,Baling,Assault,Causing Injury,2016-01-01,31
Kedah,Baling,Assault,Causing Injury,2017-01-01,29
Kedah,Baling,Assault,Causing Injury,2018-01-01,26
Kedah,Baling,Assault,Causing Injury,2019-01-01,20
Kedah,Baling,Assault,Causing Injury,2020-01-01,13
Kedah,Baling,Assault,Causing Injury,2021-01-01,17
Kedah,Baling,Assault,Causing Injury,2022-01-01,19
Kedah,Baling,Assault,Causing Injury,2023-01-01,11
Kedah,Baling,Assault,Murder,2016-01-01,2
Kedah,Baling,Assault,Murder,2017-01-01,0
Kedah,Baling,Assault,Murder,2018-01-01,0
Kedah,Baling,Assault,Murder,2019-01-01,1
Kedah,Baling,Assault,Murder,2020-01-01,1
Kedah,Baling,Assault,Murder,2021-01-01,0
Kedah,Baling,Assault,Murder,2022-01-01,1
Kedah,Baling,Assault,Murder,2023-01-01,2
Kedah,Baling,Assault,Rape,2016-01-01,8
Kedah,Baling,Assault,Rape,2017-01-01,11
Kedah,Baling,Assault,Rape,2018-01-01,5
Kedah,Baling,Assault,Rape,2019-01-01,7
Kedah,Baling,Assault,Rape,2020-01-01,5
Kedah,Baling,Assault,Rape,2021-01-01,8
Kedah,Baling,Assault,Rape,2022-01-01,12
Kedah,Baling,Assault,Rape,2023-01-01,11
Kedah,Baling,Assault,Robbery Gang Armed,2016-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2017-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2018-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2019-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2020-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2021-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2022-01-01,0
Kedah,Baling,Assault,Robbery Gang Armed,2023-01-01,0
Kedah,Baling,Assault,Robbery Gang Unarmed,2016-01-01,17
Kedah,Baling,Assault,Robbery Gang Unarmed,2017-01-01,17
Kedah,Baling,Assault,Robbery Gang Unarmed,2018-01-01,15
Kedah,Baling,Assault,Robbery Gang Unarmed,2019-01-01,6
Kedah,Baling,Assault,Robbery Gang Unarmed,2020-01-01,4
Kedah,Baling,Assault,Robbery Gang Unarmed,2021-01-01,11
Kedah,Baling,Assault,Robbery Gang Unarmed,2022-01-01,7
Kedah,Baling,Assault,Robbery Gang Unarmed,2023-01-01,8
Kedah,Baling,Assault,Robbery Solo Armed,2016-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2017-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2018-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2019-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2020-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2021-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2022-01-01,0
Kedah,Baling,Assault,Robbery Solo Armed,2023-01-01,0
Kedah,Baling,Assault,Robbery Solo Unarmed,2016-01-01,11
Kedah,Baling,Assault,Robbery Solo Unarmed,2017-01-01,8
Kedah,Baling,Assault,Robbery Solo Unarmed,2018-01-01,9
Kedah,Baling,Assault,Robbery Solo Unarmed,2019-01-01,2
Kedah,Baling,Assault,Robbery Solo Unarmed,2020-01-01,4
Kedah,Baling,Assault,Robbery Solo Unarmed,2021-01-01,7
Kedah,Baling,Assault,Robbery Solo Unarmed,2022-01-01,8
Kedah,Baling,Assault,Robbery Solo Unarmed,2023-01-01,3
Kedah,Baling,Property,all,2016-01-01,351
Kedah,Baling,Property,all,2017-01-01,255
Kedah,Baling,Property,all,2018-01-01,281
Kedah,Baling,Property,all,2019-01-01,270
Kedah,Baling,Property,all,2020-01-01,186
Kedah,Baling,Property,all,2021-01-01,165
Kedah,Baling,Property,all,2022-01-01,268
Kedah,Baling,Property,all,2023-01-01,257
Kedah,Baling,Property,Break In,2016-01-01,41
Kedah,Baling,Property,Break In,2017-01-01,46
Kedah,Baling,Property,Break In,2018-01-01,66
Kedah,Baling,Property,Break In,2019-01-01,49
Kedah,Baling,Property,Break In,2020-01-01,50
Kedah,Baling,Property,Break In,2021-01-01,47
Kedah,Baling,Property,Break In,2022-01-01,94
Kedah,Baling,Property,Break In,2023-01-01,89
Kedah,Baling,Property,Theft Other,2016-01-01,65
Kedah,Baling,Property,Theft Other,2017-01-01,43
Kedah,Baling,Property,Theft Other,2018-01-01,47
Kedah,Baling,Property,Theft Other,2019-01-01,50
Kedah,Baling,Property,Theft Other,2020-01-01,49
Kedah,Baling,Property,Theft Other,2021-01-01,52
Kedah,Baling,Property,Theft Other,2022-01-01,84
Kedah,Baling,Property,Theft Other,2023-01-01,78
Kedah,Baling,Property,Theft Vehicle Lorry,2016-01-01,4
Kedah,Baling,Property,Theft Vehicle Lorry,2017-01-01,0
Kedah,Baling,Property,Theft Vehicle Lorry,2018-01-01,0
Kedah,Baling,Property,Theft Vehicle Lorry,2019-01-01,4
Kedah,Baling,Property,Theft Vehicle Lorry,2020-01-01,2
Kedah,Baling,Property,Theft Vehicle Lorry,2021-01-01,0
Kedah,Baling,Property,Theft Vehicle Lorry,2022-01-01,2
Kedah,Baling,Property,Theft Vehicle Lorry,2023-01-01,2
Kedah,Baling,Property,Theft Vehicle Motocar,2016-01-01,17
Kedah,Baling,Property,Theft Vehicle Motocar,2017-01-01,13
Kedah,Baling,Property,Theft Vehicle Motocar,2018-01-01,11
Kedah,Baling,Property,Theft Vehicle Motocar,2019-01-01,14
Kedah,Baling,Property,Theft Vehicle Motocar,2020-01-01,11
Kedah,Baling,Property,Theft Vehicle Motocar,2021-01-01,1
Kedah,Baling,Property,Theft Vehicle Motocar,2022-01-01,8
Kedah,Baling,Property,Theft Vehicle Motocar,2023-01-01,13
Kedah,Baling,Property,Theft Vehicle Motorcycle,2016-01-01,224
Kedah,Baling,Property,Theft Vehicle Motorcycle,2017-01-01,153
Kedah,Baling,Property,Theft Vehicle Motorcycle,2018-01-01,157
Kedah,Baling,Property,Theft Vehicle Motorcycle,2019-01-01,153
Kedah,Baling,Property,Theft Vehicle Motorcycle,2020-01-01,74
Kedah,Baling,Property,Theft Vehicle Motorcycle,2021-01-01,65
Kedah,Baling,Property,Theft Vehicle Motorcycle,2022-01-01,80
Kedah,Baling,Property,Theft Vehicle Motorcycle,2023-01-01,75
Kedah,Bandar Baharu,Assault,all,2020-01-01,4
Kedah,Bandar Baharu,Assault,all,2021-01-01,4
Kedah,Bandar Baharu,Assault,all,2022-01-01,13
Kedah,Bandar Baharu,Assault,all,2023-01-01,14
Kedah,Bandar Baharu,Assault,Causing Injury,2020-01-01,0
Kedah,Bandar Baharu,Assault,Causing Injury,2021-01-01,0
Kedah,Bandar Baharu,Assault,Causing Injury,2022-01-01,8
Kedah,Bandar Baharu,Assault,Causing Injury,2023-01-01,5
Kedah,Bandar Baharu,Assault,Murder,2020-01-01,0
Kedah,Bandar Baharu,Assault,Murder,2021-01-01,0
Kedah,Bandar Baharu,Assault,Murder,2022-01-01,0
Kedah,Bandar Baharu,Assault,Murder,2023-01-01,0
Kedah,Bandar Baharu,Assault,Rape,2020-01-01,2
Kedah,Bandar Baharu,Assault,Rape,2021-01-01,3
Kedah,Bandar Baharu,Assault,Rape,2022-01-01,3
Kedah,Bandar Baharu,Assault,Rape,2023-01-01,3
Kedah,Bandar Baharu,Assault,Robbery Gang Armed,2020-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Gang Armed,2021-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Gang Armed,2022-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Gang Armed,2023-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Gang Unarmed,2020-01-01,1
Kedah,Bandar Baharu,Assault,Robbery Gang Unarmed,2021-01-01,1
Kedah,Bandar Baharu,Assault,Robbery Gang Unarmed,2022-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Gang Unarmed,2023-01-01,3
Kedah,Bandar Baharu,Assault,Robbery Solo Armed,2020-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Solo Armed,2021-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Solo Armed,2022-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Solo Armed,2023-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Solo Unarmed,2020-01-01,1
Kedah,Bandar Baharu,Assault,Robbery Solo Unarmed,2021-01-01,0
Kedah,Bandar Baharu,Assault,Robbery Solo Unarmed,2022-01-01,2
Kedah,Bandar Baharu,Assault,Robbery Solo Unarmed,2023-01-01,3
Kedah,Bandar Baharu,Property,all,2020-01-01,31
Kedah,Bandar Baharu,Property,all,2021-01-01,30
Kedah,Bandar Baharu,Property,all,2022-01-01,38
Kedah,Bandar Baharu,Property,all,2023-01-01,31
Kedah,Bandar Baharu,Property,Break In,2020-01-01,8
Kedah,Bandar Baharu,Property,Break In,2021-01-01,11
Kedah,Bandar Baharu,Property,Break In,2022-01-01,13
Kedah,Bandar Baharu,Property,Break In,2023-01-01,9
Kedah,Bandar Baharu,Property,Theft Other,2020-01-01,10
Kedah,Bandar Baharu,Property,Theft Other,2021-01-01,15
Kedah,Bandar Baharu,Property,Theft Other,2022-01-01,18
Kedah,Bandar Baharu,Property,Theft Other,2023-01-01,18
Kedah,Bandar Baharu,Property,Theft Vehicle Lorry,2020-01-01,1
Kedah,Bandar Baharu,Property,Theft Vehicle Lorry,2021-01-01,0
Kedah,Bandar Baharu,Property,Theft Vehicle Lorry,2022-01-01,0
Kedah,Bandar Baharu,Property,Theft Vehicle Lorry,2023-01-01,0
Kedah,Bandar Baharu,Property,Theft Vehicle Motocar,2020-01-01,2
Kedah,Bandar Baharu,Property,Theft Vehicle Motocar,2021-01-01,0
Kedah,Bandar Baharu,Property,Theft Vehicle Motocar,2022-01-01,0
Kedah,Bandar Baharu,Property,Theft Vehicle Motocar,2023-01-01,0
Kedah,Bandar Baharu,Property,Theft Vehicle Motorcycle,2020-01-01,10
Kedah,Bandar Baharu,Property,Theft Vehicle Motorcycle,2021-01-01,4
Kedah,Bandar Baharu,Property,Theft Vehicle Motorcycle,2022-01-01,7
Kedah,Bandar Baharu,Property,Theft Vehicle Motorcycle,2023-01-01,4
Kedah,Bandar Bharu,Assault,all,2016-01-01,20
Kedah,Bandar Bharu,Assault,all,2017-01-01,11
Kedah,Bandar Bharu,Assault,all,2018-01-01,15
Kedah,Bandar Bharu,Assault,all,2019-01-01,14
Kedah,Bandar Bharu,Assault,Causing Injury,2016-01-01,7
Kedah,Bandar Bharu,Assault,Causing Injury,2017-01-01,2
Kedah,Bandar Bharu,Assault,Causing Injury,2018-01-01,3
Kedah,Bandar Bharu,Assault,Causing Injury,2019-01-01,3
Kedah,Bandar Bharu,Assault,Murder,2016-01-01,0
Kedah,Bandar Bharu,Assault,Murder,2017-01-01,0
Kedah,Bandar Bharu,Assault,Murder,2018-01-01,0
Kedah,Bandar Bharu,Assault,Murder,2019-01-01,1
Kedah,Bandar Bharu,Assault,Rape,2016-01-01,1
Kedah,Bandar Bharu,Assault,Rape,2017-01-01,1
Kedah,Bandar Bharu,Assault,Rape,2018-01-01,3
Kedah,Bandar Bharu,Assault,Rape,2019-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Gang Armed,2016-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Gang Armed,2017-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Gang Armed,2018-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Gang Armed,2019-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Gang Unarmed,2016-01-01,8
Kedah,Bandar Bharu,Assault,Robbery Gang Unarmed,2017-01-01,7
Kedah,Bandar Bharu,Assault,Robbery Gang Unarmed,2018-01-01,5
Kedah,Bandar Bharu,Assault,Robbery Gang Unarmed,2019-01-01,7
Kedah,Bandar Bharu,Assault,Robbery Solo Armed,2016-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Solo Armed,2017-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Solo Armed,2018-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Solo Armed,2019-01-01,0
Kedah,Bandar Bharu,Assault,Robbery Solo Unarmed,2016-01-01,4
Kedah,Bandar Bharu,Assault,Robbery Solo Unarmed,2017-01-01,1
Kedah,Bandar Bharu,Assault,Robbery Solo Unarmed,2018-01-01,4
Kedah,Bandar Bharu,Assault,Robbery Solo Unarmed,2019-01-01,3
Kedah,Bandar Bharu,Property,all,2016-01-01,52
Kedah,Bandar Bharu,Property,all,2017-01-01,57
Kedah,Bandar Bharu,Property,all,2018-01-01,51
Kedah,Bandar Bharu,Property,all,2019-01-01,44
Kedah,Bandar Bharu,Property,Break In,2016-01-01,11
Kedah,Bandar Bharu,Property,Break In,2017-01-01,13
Kedah,Bandar Bharu,Property,Break In,2018-01-01,13
Kedah,Bandar Bharu,Property,Break In,2019-01-01,20
Kedah,Bandar Bharu,Property,Theft Other,2016-01-01,12
Kedah,Bandar Bharu,Property,Theft Other,2017-01-01,21
Kedah,Bandar Bharu,Property,Theft Other,2018-01-01,26
Kedah,Bandar Bharu,Property,Theft Other,2019-01-01,16
Kedah,Bandar Bharu,Property,Theft Vehicle Lorry,2016-01-01,1
Kedah,Bandar Bharu,Property,Theft Vehicle Lorry,2017-01-01,0
Kedah,Bandar Bharu,Property,Theft Vehicle Lorry,2018-01-01,1
Kedah,Bandar Bharu,Property,Theft Vehicle Lorry,2019-01-01,0
Kedah,Bandar Bharu,Property,Theft Vehicle Motocar,2016-01-01,4
Kedah,Bandar Bharu,Property,Theft Vehicle Motocar,2017-01-01,4
Kedah,Bandar Bharu,Property,Theft Vehicle Motocar,2018-01-01,1
Kedah,Bandar Bharu,Property,Theft Vehicle Motocar,2019-01-01,0
Kedah,Bandar Bharu,Property,Theft Vehicle Motorcycle,2016-01-01,24
Kedah,Bandar Bharu,Property,Theft Vehicle Motorcycle,2017-01-01,19
Kedah,Bandar Bharu,Property,Theft Vehicle Motorcycle,2018-01-01,10
Kedah,Bandar Bharu,Property,Theft Vehicle Motorcycle,2019-01-01,8
Kedah,Kota Setar,Assault,all,2016-01-01,343
Kedah,Kota Setar,Assault,all,2017-01-01,165
Kedah,Kota Setar,Assault,all,2018-01-01,196
Kedah,Kota Setar,Assault,all,2019-01-01,181
Kedah,Kota Setar,Assault,all,2020-01-01,130
Kedah,Kota Setar,Assault,all,2021-01-01,175
Kedah,Kota Setar,Assault,all,2022-01-01,215
Kedah,Kota Setar,Assault,all,2023-01-01,165
Kedah,Kota Setar,Assault,Causing Injury,2016-01-01,94
Kedah,Kota Setar,Assault,Causing Injury,2017-01-01,68
Kedah,Kota Setar,Assault,Causing Injury,2018-01-01,64
Kedah,Kota Setar,Assault,Causing Injury,2019-01-01,70
Kedah,Kota Setar,Assault,Causing Injury,2020-01-01,62
Kedah,Kota Setar,Assault,Causing Injury,2021-01-01,66
Kedah,Kota Setar,Assault,Causing Injury,2022-01-01,78
Kedah,Kota Setar,Assault,Causing Injury,2023-01-01,55
Kedah,Kota Setar,Assault,Murder,2016-01-01,2
Kedah,Kota Setar,Assault,Murder,2017-01-01,3
Kedah,Kota Setar,Assault,Murder,2018-01-01,1
Kedah,Kota Setar,Assault,Murder,2019-01-01,2
Kedah,Kota Setar,Assault,Murder,2020-01-01,3
Kedah,Kota Setar,Assault,Murder,2021-01-01,3
Kedah,Kota Setar,Assault,Murder,2022-01-01,3
Kedah,Kota Setar,Assault,Murder,2023-01-01,1
Kedah,Kota Setar,Assault,Rape,2016-01-01,37
Kedah,Kota Setar,Assault,Rape,2017-01-01,22
Kedah,Kota Setar,Assault,Rape,2018-01-01,20
Kedah,Kota Setar,Assault,Rape,2019-01-01,28
Kedah,Kota Setar,Assault,Rape,2020-01-01,21
Kedah,Kota Setar,Assault,Rape,2021-01-01,36
Kedah,Kota Setar,Assault,Rape,2022-01-01,37
Kedah,Kota Setar,Assault,Rape,2023-01-01,45
Kedah,Kota Setar,Assault,Robbery Gang Armed,2016-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2017-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2018-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2019-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2020-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2021-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2022-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Armed,2023-01-01,0
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2016-01-01,149
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2017-01-01,42
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2018-01-01,83
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2019-01-01,45
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2020-01-01,26
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2021-01-01,38
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2022-01-01,50
Kedah,Kota Setar,Assault,Robbery Gang Unarmed,2023-01-01,34
Kedah,Kota Setar,Assault,Robbery Solo Armed,2016-01-01,0
Kedah,Kota Setar,Assault,Robbery Solo Armed,2017-01-01,0
Kedah,Kota Setar,Assault,Robbery Solo Armed,2018-01-01,0
Kedah,Kota Setar,Assault,Robbery Solo Armed,2019-01-01,1
Kedah,Kota Setar,Assault,Robbery Solo Armed,2020-01-01,0
Kedah,Kota Setar,Assault,Robbery Solo Armed,2021-01-01,0
Kedah,Kota Setar,Assault,Robbery Solo Armed,2022-01-01,1
Kedah,Kota Setar,Assault,Robbery Solo Armed,2023-01-01,0
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2016-01-01,61
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2017-01-01,30
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2018-01-01,28
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2019-01-01,35
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2020-01-01,18
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2021-01-01,32
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2022-01-01,46
Kedah,Kota Setar,Assault,Robbery Solo Unarmed,2023-01-01,30
Kedah,Kota Setar,Property,all,2016-01-01,1649
Kedah,Kota Setar,Property,all,2017-01-01,1387
Kedah,Kota Setar,Property,all,2018-01-01,1211
Kedah,Kota Setar,Property,all,2019-01-01,1107
Kedah,Kota Setar,Property,all,2020-01-01,804
Kedah,Kota Setar,Property,all,2021-01-01,750
Kedah,Kota Setar,Property,all,2022-01-01,990
Kedah,Kota Setar,Property,all,2023-01-01,1008
Kedah,Kota Setar,Property,Break In,2016-01-01,388
Kedah,Kota Setar,Property,Break In,2017-01-01,344
Kedah,Kota Setar,Property,Break In,2018-01-01,300
Kedah,Kota Setar,Property,Break In,2019-01-01,255
Kedah,Kota Setar,Property,Break In,2020-01-01,191
Kedah,Kota Setar,Property,Break In,2021-01-01,252
Kedah,Kota Setar,Property,Break In,2022-01-01,269
Kedah,Kota Setar,Property,Break In,2023-01-01,374
Kedah,Kota Setar,Property,Theft Other,2016-01-01,327
Kedah,Kota Setar,Property,Theft Other,2017-01-01,177
Kedah,Kota Setar,Property,Theft Other,2018-01-01,171
Kedah,Kota Setar,Property,Theft Other,2019-01-01,189
Kedah,Kota Setar,Property,Theft Other,2020-01-01,159
Kedah,Kota Setar,Property,Theft Other,2021-01-01,184
Kedah,Kota Setar,Property,Theft Other,2022-01-01,388
Kedah,Kota Setar,Property,Theft Other,2023-01-01,337
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2016-01-01,25
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2017-01-01,15
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2018-01-01,9
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2019-01-01,21
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2020-01-01,13
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2021-01-01,6
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2022-01-01,9
Kedah,Kota Setar,Property,Theft Vehicle Lorry,2023-01-01,6
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2016-01-01,154
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2017-01-01,80
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2018-01-01,79
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2019-01-01,92
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2020-01-01,47
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2021-01-01,34
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2022-01-01,55
Kedah,Kota Setar,Property,Theft Vehicle Motocar,2023-01-01,46
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2016-01-01,755
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2017-01-01,771
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2018-01-01,652
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2019-01-01,550
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2020-01-01,394
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2021-01-01,274
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2022-01-01,269
Kedah,Kota Setar,Property,Theft Vehicle Motorcycle,2023-01-01,245
Kedah,Kuala Muda,Assault,all,2016-01-01,365
Kedah,Kuala Muda,Assault,all,2017-01-01,372
Kedah,Kuala Muda,Assault,all,2018-01-01,371
Kedah,Kuala Muda,Assault,all,2019-01-01,324
Kedah,Kuala Muda,Assault,all,2020-01-01,209
Kedah,Kuala Muda,Assault,all,2021-01-01,198
Kedah,Kuala Muda,Assault,all,2022-01-01,214
Kedah,Kuala Muda,Assault,all,2023-01-01,150
Kedah,Kuala Muda,Assault,Causing Injury,2016-01-01,108
Kedah,Kuala Muda,Assault,Causing Injury,2017-01-01,127
Kedah,Kuala Muda,Assault,Causing Injury,2018-01-01,127
Kedah,Kuala Muda,Assault,Causing Injury,2019-01-01,97
Kedah,Kuala Muda,Assault,Causing Injury,2020-01-01,64
Kedah,Kuala Muda,Assault,Causing Injury,2021-01-01,71
Kedah,Kuala Muda,Assault,Causing Injury,2022-01-01,46
Kedah,Kuala Muda,Assault,Causing Injury,2023-01-01,52
Kedah,Kuala Muda,Assault,Murder,2016-01-01,6
Kedah,Kuala Muda,Assault,Murder,2017-01-01,7
Kedah,Kuala Muda,Assault,Murder,2018-01-01,5
Kedah,Kuala Muda,Assault,Murder,2019-01-01,3
Kedah,Kuala Muda,Assault,Murder,2020-01-01,4
Kedah,Kuala Muda,Assault,Murder,2021-01-01,5
Kedah,Kuala Muda,Assault,Murder,2022-01-01,7
Kedah,Kuala Muda,Assault,Murder,2023-01-01,8
Kedah,Kuala Muda,Assault,Rape,2016-01-01,29
Kedah,Kuala Muda,Assault,Rape,2017-01-01,32
Kedah,Kuala Muda,Assault,Rape,2018-01-01,32
Kedah,Kuala Muda,Assault,Rape,2019-01-01,29
Kedah,Kuala Muda,Assault,Rape,2020-01-01,26
Kedah,Kuala Muda,Assault,Rape,2021-01-01,31
Kedah,Kuala Muda,Assault,Rape,2022-01-01,28
Kedah,Kuala Muda,Assault,Rape,2023-01-01,28
Kedah,Kuala Muda,Assault,Robbery Gang Armed,2016-01-01,1
